chr11	126000000	126500000
chr11	33500000	34000000
chr11	5000000	5500000
chr11	68500000	69000000
chr12	30000000	30500000
chr12	91000000	91500000
chr13	68500000	69000000
chr13	82500000	83000000
chr13	86500000	87000000
chr13	87500000	88000000
chr14	42000000	42500000
chr14	47500000	48000000
chr14	91000000	91500000
chr14	95000000	95500000
chr15	23500000	24000000
chr15	24500000	25000000
chr15	78000000	78500000
chr15	89500000	90000000
chr16	500000	1000000
chr16	55000000	55500000
chr17	43500000	44000000
chr17	52000000	52500000
chr17	82000000	82500000
chr18	46000000	46500000
chr18	48500000	49000000
chr18	61000000	61500000
chr1	113000000	113500000
chr1	186500000	187000000
chr1	199500000	200000000
chr1	203000000	203500000
chr1	204000000	204500000
chr1	239500000	240000000
chr1	34500000	35000000
chr1	60000000	60500000
chr1	95500000	96000000
chr20	33000000	33500000
chr21	19500000	20000000
chr21	34500000	35000000
chr21	39500000	40000000
chr22	48000000	48500000
chr2	115500000	116000000
chr2	12000000	12500000
chr2	141000000	141500000
chr2	151000000	151500000
chr2	154500000	155000000
chr2	163000000	163500000
chr2	20500000	21000000
chr2	240500000	241000000
chr2	34000000	34500000
chr2	56000000	56500000
chr2	57500000	58000000
chr2	78000000	78500000
chr2	81500000	82000000
chr2	82000000	82500000
chr3	12000000	12500000
chr3	13000000	13500000
chr3	133500000	134000000
chr3	51500000	52000000
chr3	61500000	62000000
chr3	6500000	7000000
chr3	72000000	72500000
chr4	1000000	1500000
chr4	116500000	117000000
chr4	121500000	122000000
chr4	130000000	130500000
chr4	133000000	133500000
chr4	142000000	142500000
chr4	144500000	145000000
chr4	161000000	161500000
chr4	69500000	70000000
chr4	75500000	76000000
chr5	10500000	11000000
chr5	115500000	116000000
chr5	176500000	177000000
chr5	39500000	40000000
chr5	60000000	60500000
chr5	88500000	89000000
chr5	91500000	92000000
chr6	106500000	107000000
chr6	153500000	154000000
chr6	22000000	22500000
chr6	50000000	50500000
chr6	54000000	54500000
chr6	76500000	77000000
chr7	108500000	109000000
chr7	1500000	2000000
chr7	151000000	151500000
chr7	19500000	20000000
chr7	97000000	97500000
chr8	104000000	104500000
chr8	105000000	105500000
chr8	121500000	122000000
chr8	51000000	51500000
chr8	84000000	84500000
chr9	11000000	11500000
chr9	115000000	115500000
chr9	116500000	117000000
chr9	12500000	13000000
chr9	130500000	131000000
chr9	134000000	134500000
