chr10	110500000	111000000
chr10	122500000	123000000
chr10	126000000	126500000
chr10	129000000	129500000
chr10	133000000	133500000
chr10	15000000	15500000
chr10	18000000	18500000
chr10	19000000	19500000
chr10	2000000	2500000
chr10	27500000	28000000
chr10	29500000	30000000
chr10	35500000	36000000
chr10	59000000	59500000
chr10	65000000	65500000
chr10	69500000	70000000
chr10	74000000	74500000
chr10	78500000	79000000
chr10	97500000	98000000
chr10	98000000	98500000
chr10	98500000	99000000
chr10	99500000	100000000
chr11	105500000	106000000
chr11	11000000	11500000
chr11	112500000	113000000
chr11	121500000	122000000
chr11	33500000	34000000
chr11	34000000	34500000
chr11	35000000	35500000
chr11	40500000	41000000
chr11	46000000	46500000
chr11	5500000	6000000
chr11	58500000	59000000
chr11	64500000	65000000
chr11	75000000	75500000
chr11	83500000	84000000
chr11	88500000	89000000
chr11	92000000	92500000
chr12	12500000	13000000
chr12	19000000	19500000
chr12	38500000	39000000
chr12	40500000	41000000
chr12	42500000	43000000
chr12	48000000	48500000
chr12	65500000	66000000
chr12	67500000	68000000
chr12	72000000	72500000
chr12	77000000	77500000
chr12	97500000	98000000
chr13	100000000	100500000
chr13	109500000	110000000
chr13	110500000	111000000
chr13	113000000	113500000
chr13	41000000	41500000
chr13	64000000	64500000
chr13	95000000	95500000
chr14	101500000	102000000
chr14	22500000	23000000
chr14	31500000	32000000
chr14	37500000	38000000
chr14	42000000	42500000
chr14	59500000	60000000
chr14	61000000	61500000
chr14	85500000	86000000
chr14	90000000	90500000
chr14	96000000	96500000
chr15	49000000	49500000
chr15	51500000	52000000
chr15	54000000	54500000
chr15	89000000	89500000
chr15	89500000	90000000
chr15	97000000	97500000
chr16	13500000	14000000
chr16	57000000	57500000
chr16	68000000	68500000
chr16	87000000	87500000
chr16	9000000	9500000
chr17	27500000	28000000
chr17	32500000	33000000
chr17	42000000	42500000
chr17	48000000	48500000
chr17	65500000	66000000
chr17	78500000	79000000
chr18	12500000	13000000
chr18	23000000	23500000
chr18	31500000	32000000
chr18	42500000	43000000
chr18	52500000	53000000
chr18	56000000	56500000
chr18	60000000	60500000
chr18	64500000	65000000
chr18	66500000	67000000
chr18	69500000	70000000
chr18	8500000	9000000
chr19	29500000	30000000
chr19	31000000	31500000
chr19	43500000	44000000
chr19	46500000	47000000
chr1	111500000	112000000
chr1	116500000	117000000
chr1	165000000	165500000
chr1	179000000	179500000
chr1	188500000	189000000
