chr11	69500000	70000000
chr12	25000000	25500000
chr11	70000000	70500000
chr11	69000000	69500000
chr12	25500000	26000000
chr2	236000000	236500000
chr1	103000000	103500000
chr1	101500000	102000000
chr1	102000000	102500000
chr1	102500000	103000000
chr1	104000000	104500000
chr3	98000000	98500000
chr3	97000000	97500000
chr16	10000000	10500000
chr3	162500000	163000000
chr2	157000000	157500000
chr3	97500000	98000000
chr3	98500000	99000000
chr3	95500000	96000000
chr12	9500000	10000000
chr3	99000000	99500000
chr3	94500000	95000000
chr3	95000000	95500000
chr3	99500000	100000000
chr3	96000000	96500000
chr3	96500000	97000000
chr9	6500000	7000000
chr1	196500000	197000000
chr1	3000000	3500000
chr1	4000000	4500000
chr3	46500000	47000000
chr8	136500000	137000000
chr20	38000000	38500000
chr19	51500000	52000000
chr1	151000000	151500000
chr17	79000000	79500000
chr11	103000000	103500000
chr20	15000000	15500000
chr8	141500000	142000000
chr8	142000000	142500000
chr20	37500000	38000000
chr1	18000000	18500000
chr5	3500000	4000000
chr19	31500000	32000000
chr22	34000000	34500000
chr19	56500000	57000000
chr1	5000000	5500000
chr3	152000000	152500000
chr20	37000000	37500000
chr14	22000000	22500000
chr6	168000000	168500000
chr20	35500000	36000000
chr7	68000000	68500000
chr1	4500000	5000000
chr19	1000000	1500000
chr6	40000000	40500000
chr7	68500000	69000000
chr19	52000000	52500000
chr4	184500000	185000000
chr5	2500000	3000000
chr5	179500000	180000000
chr1	17500000	18000000
chr19	36500000	37000000
chr3	127000000	127500000
chr11	102500000	103000000
chr1	18500000	19000000
chr1	101000000	101500000
chr11	72000000	72500000
chr20	42000000	42500000
chr20	17000000	17500000
chr20	36000000	36500000
chr20	12000000	12500000
chr20	33000000	33500000
chr1	34000000	34500000
chr20	63000000	63500000
chr8	133000000	133500000
chr20	33500000	34000000
chr15	77500000	78000000
chr9	106000000	106500000
chr7	52000000	52500000
chr8	140500000	141000000
chr11	65000000	65500000
chr1	152500000	153000000
chr2	33000000	33500000
chr15	26500000	27000000
chr22	34500000	35000000
chr20	35000000	35500000
chr1	5500000	6000000
chr8	133500000	134000000
chr11	101000000	101500000
chr11	102000000	102500000
chr7	71000000	71500000
chr9	107500000	108000000
chr12	500000	1000000
chr1	57500000	58000000
chr6	15000000	15500000
chr15	69500000	70000000
chr18	37500000	38000000
chr1	22500000	23000000
chr7	67500000	68000000
