chr10	100500000	101000000
chr10	102000000	102500000
chr10	102500000	103000000
chr10	103000000	103500000
chr10	104000000	104500000
chr10	104500000	105000000
chr10	10500000	11000000
chr10	107500000	108000000
chr10	108500000	109000000
chr10	110000000	110500000
chr10	111500000	112000000
chr10	113500000	114000000
chr10	114000000	114500000
chr10	114500000	115000000
chr10	115000000	115500000
chr10	116500000	117000000
chr10	118500000	119000000
chr10	119500000	120000000
chr10	120500000	121000000
chr10	121000000	121500000
chr10	124500000	125000000
chr10	126500000	127000000
chr10	130000000	130500000
chr10	130500000	131000000
chr10	131000000	131500000
chr10	13500000	14000000
chr10	17000000	17500000
chr10	17500000	18000000
chr10	2000000	2500000
chr10	22000000	22500000
chr10	22500000	23000000
chr10	27500000	28000000
chr10	31000000	31500000
chr10	34500000	35000000
chr10	35500000	36000000
chr10	36500000	37000000
chr10	43000000	43500000
chr10	44000000	44500000
chr10	4500000	5000000
chr10	48500000	49000000
chr10	51500000	52000000
chr10	60500000	61000000
chr10	62000000	62500000
chr10	63000000	63500000
chr10	65500000	66000000
chr10	67500000	68000000
chr10	68000000	68500000
chr10	69000000	69500000
chr10	69500000	70000000
chr10	71000000	71500000
chr10	71500000	72000000
chr10	72000000	72500000
chr10	72500000	73000000
chr10	74500000	75000000
chr10	75000000	75500000
chr10	75500000	76000000
chr10	78500000	79000000
chr10	8000000	8500000
chr10	80000000	80500000
chr10	81500000	82000000
chr10	82000000	82500000
chr10	83500000	84000000
chr10	87500000	88000000
chr10	88500000	89000000
chr10	91500000	92000000
chr10	92000000	92500000
chr10	96000000	96500000
chr10	97500000	98000000
chr11	10000000	10500000
chr11	100000000	100500000
chr11	101500000	102000000
chr11	102000000	102500000
chr11	102500000	103000000
chr11	103000000	103500000
chr11	104500000	105000000
chr11	105000000	105500000
chr11	105500000	106000000
chr11	107500000	108000000
chr11	108000000	108500000
chr11	110000000	110500000
chr11	110500000	111000000
chr11	111500000	112000000
chr11	112500000	113000000
chr11	115500000	116000000
chr11	116000000	116500000
chr11	117000000	117500000
chr11	118500000	119000000
chr11	119000000	119500000
chr11	120000000	120500000
chr11	123000000	123500000
chr11	124000000	124500000
chr11	127000000	127500000
chr11	129000000	129500000
chr11	131000000	131500000
chr11	132000000	132500000
chr11	133000000	133500000
chr11	133500000	134000000
chr11	13500000	14000000
chr11	20500000	21000000
chr11	21000000	21500000
chr11	21500000	22000000
chr11	22500000	23000000
chr11	23000000	23500000
chr11	24000000	24500000
chr11	25500000	26000000
chr11	26500000	27000000
chr11	28500000	29000000
chr11	29000000	29500000
chr11	29500000	30000000
chr11	31000000	31500000
chr11	33000000	33500000
chr11	38500000	39000000
chr11	39500000	40000000
chr11	40000000	40500000
chr11	40500000	41000000
chr11	41500000	42000000
chr11	42000000	42500000
chr11	42500000	43000000
chr11	44000000	44500000
chr11	4500000	5000000
chr11	45500000	46000000
chr11	46000000	46500000
chr11	47000000	47500000
chr11	5500000	6000000
chr11	62500000	63000000
chr11	63500000	64000000
chr11	6500000	7000000
chr11	65000000	65500000
chr11	66500000	67000000
chr11	67000000	67500000
chr11	68000000	68500000
chr11	75500000	76000000
chr11	79500000	80000000
chr11	83500000	84000000
chr11	87000000	87500000
chr11	9000000	9500000
chr11	92000000	92500000
chr11	94500000	95000000
chr11	96000000	96500000
chr12	100000000	100500000
chr12	105500000	106000000
chr12	108000000	108500000
chr12	108500000	109000000
chr12	110500000	111000000
chr12	114000000	114500000
chr12	114500000	115000000
chr12	11500000	12000000
chr12	115000000	115500000
chr12	115500000	116000000
chr12	116000000	116500000
chr12	117000000	117500000
chr12	118500000	119000000
chr12	119000000	119500000
chr12	12000000	12500000
chr12	120500000	121000000
chr12	121000000	121500000
chr12	126500000	127000000
chr12	128000000	128500000
chr12	129000000	129500000
chr12	129500000	130000000
chr12	130500000	131000000
chr12	13500000	14000000
chr12	15500000	16000000
chr12	2000000	2500000
chr12	21000000	21500000
chr12	21500000	22000000
chr12	23000000	23500000
chr12	25500000	26000000
chr12	27500000	28000000
chr12	29500000	30000000
chr12	3000000	3500000
chr12	30000000	30500000
chr12	30500000	31000000
chr12	32500000	33000000
chr12	40000000	40500000
chr12	40500000	41000000
chr12	42500000	43000000
chr12	49000000	49500000
chr12	5000000	5500000
chr12	50500000	51000000
chr12	52000000	52500000
chr12	55500000	56000000
chr12	6000000	6500000
