chr10	132000000	132500000
chr10	43000000	43500000
chr10	6500000	7000000
chr10	66500000	67000000
chr11	14500000	15000000
chr11	96500000	97000000
chr12	113000000	113500000
chr12	39500000	40000000
chr12	41000000	41500000
chr12	56000000	56500000
chr13	72000000	72500000
chr14	32000000	32500000
chr14	41000000	41500000
chr14	53500000	54000000
chr14	61000000	61500000
chr14	63000000	63500000
chr15	52500000	53000000
chr15	61000000	61500000
chr15	65000000	65500000
chr15	70000000	70500000
chr15	71000000	71500000
chr15	89500000	90000000
chr15	92500000	93000000
chr16	2000000	2500000
chr16	58000000	58500000
chr16	67500000	68000000
chr16	8500000	9000000
chr17	74000000	74500000
chr17	80000000	80500000
chr17	80500000	81000000
chr18	4000000	4500000
chr19	45500000	46000000
chr19	51000000	51500000
chr1	11500000	12000000
chr1	19500000	20000000
chr1	196000000	196500000
chr1	2000000	2500000
chr1	228000000	228500000
chr1	41500000	42000000
chr1	58500000	59000000
chr1	59000000	59500000
chr1	7500000	8000000
chr1	82000000	82500000
chr20	23000000	23500000
chr20	32500000	33000000
chr20	37000000	37500000
chr20	55000000	55500000
chr20	60000000	60500000
chr21	20500000	21000000
chr2	139000000	139500000
chr2	140000000	140500000
chr2	146000000	146500000
chr2	164500000	165000000
chr2	182500000	183000000
chr2	228500000	229000000
chr2	230500000	231000000
chr2	45000000	45500000
chr2	45500000	46000000
chr2	53000000	53500000
chr3	29500000	30000000
chr3	39000000	39500000
chr3	50500000	51000000
chr3	63000000	63500000
chr3	65500000	66000000
chr3	70000000	70500000
chr3	94000000	94500000
chr4	1000000	1500000
chr4	135500000	136000000
chr4	140500000	141000000
chr4	146500000	147000000
chr4	184000000	184500000
chr4	20500000	21000000
chr4	3000000	3500000
chr4	44000000	44500000
chr4	72000000	72500000
chr5	112000000	112500000
chr5	124500000	125000000
chr5	141000000	141500000
chr5	67500000	68000000
chr5	83500000	84000000
chr5	84000000	84500000
chr5	91000000	91500000
chr6	126000000	126500000
chr6	131500000	132000000
chr6	34000000	34500000
chr7	11000000	11500000
chr7	11500000	12000000
chr7	115000000	115500000
chr7	1500000	2000000
chr7	150500000	151000000
chr7	41500000	42000000
chr7	46000000	46500000
chr7	79000000	79500000
chr8	35500000	36000000
chr8	62000000	62500000
chr9	104000000	104500000
chr9	124500000	125000000
chr9	134500000	135000000
chr9	136500000	137000000
chr9	8000000	8500000
